Plot,Sub_Plot,Tree_Tag,X_Coordinate,Y_Coordinate,Local_Name,Genus,Species,DBH_inch,DBH_cm,POM_m,Height_m,North,East,Elevation_m
20,8,8707,4.35,0.55,Aonetone,Litsea,glutinosa,7.67,19.5,1.3,11.5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,9,8708,1.6,8.2,Phatsutt,Eriobortrya,bengalensis,4.6,11.7,1.3,8.7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,9,8709,4,1.1,Tawthayet,Mangifera,sylvatica,26.8,68.1,1.3,20,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,10,8711,3.25,2.5,Maniawwga,Rapanea,neriifolia,8.35,21.2,1.3,11.3,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,10,8710,1,2.7,Sagadu,Treura,nudiflora,5.4,13.7,1.3,14,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,11,8712,2.8,1.3,Thayingyi,Croton,laevigatus,4.3,10.9,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,11,9713,3.6,1,Thayingyi,Croton,laevigatus,4.56,11.6,1.3,5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,12,8715,4,1.6,Phatsutkyi,NA,NA,5.85,14.9,1.3,11,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,12,8714,2.6,1.85,Unknown,NA,NA,5.78,14.7,1.5,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8716,2,0.65,Maniawwga,Rapanea,neriifolia,9,22.9,0.3,7.8,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8717,0.2,3.8,Sagadu,Treura,nudiflora,6.4,16.3,1.3,5.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8718,4,2.5,Sagadu,Treura,nudiflora,8.94,22.7,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8719,4,0.7,Thayingyi,Croton,laevigatus,7.1,18,1.3,8.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8720,3.5,4.3,Daukya,Synplocos,racemosa,8.42,21.4,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8722,4.25,2.15,Thadi,Protium,serratum,7.6,19.3,1.3,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8721,2.9,2.3,Thayingyi,Croton,laevigatus,4.6,11.7,1.3,5.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,15,8723,4.3,1.95,Thayingyi,Croton,laevigatus,7.5,19.1,1.3,6,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,15,8724,4.2,1.8,Thayingyi,Croton,laevigatus,5.55,14.1,1.3,6,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8725,0.8,2,Aonetone,Litsea,glutinosa,6.5,16.5,1.3,10.5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8726,4.2,4.6,Maniawwga,Rapanea,neriifolia,5.25,13.3,1.3,6.8,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8727,4.2,4,Thitni,Wendlandia,tinctoria,4.15,10.5,1.3,5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
